전화번호,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,영업장주변구분명,위도_user,경도_user
02   9368900,136817,서울특별시 성북구 석관동 135-2 스토니브룩오피스텔 ,"서울특별시 성북구 한천로66길 189, 스토니브룩오피스텔 1층 (석관동)",2781.0,농축수산물제이와이,기타식품판매업,,37.6131719,127.0656781
,136871,서울특별시 성북구 하월곡동 79-107 에스엠메디칼 ,"서울특별시 성북구 월계로 52, 에스엠메디칼 지하1층 B1,B2호 (하월곡동)",2741.0,진로할인마트,기타식품판매업,,37.6114335,127.0355473
02 7659998,136824,서울특별시 성북구 성북동 132-3 운석빌딩,"서울특별시 성북구 성북로 49, 운석빌딩 1층 (성북동)",2880.0,투민,기타식품판매업,,37.5920251,127.0024052
02  923 4287,136863,서울특별시 성북구 종암동 124-47 ,"서울특별시 성북구 종암로21길 116, 1층 (종암동)",2802.0,(주)종암진로마트,기타식품판매업,,37.6032849,127.0309021
,136863,서울특별시 성북구 종암동 3-1342 청한빌딩 ,"서울특별시 성북구 종암로 129, 청한빌딩 1층층 (종암동)",2803.0,웰빙마트,기타식품판매업,,37.6013926,127.0326577
0234230100,131-866,서울특별시 중랑구 신내동 797-0,서울특별시 중랑구 신내로14길 21 (신내동),2067.0,수협바다마트신내점,기타식품판매업,,37.6060541,127.0971415
,136-150,서울특별시 성북구 석관동 10 두산아파트 주상가동 B01호,"서울특별시 성북구 화랑로48길 16, 주상가동 지하1층 B01호 (석관동, 두산아파트)",2780.0,(주) 럭키할인마트,기타식품판매업,,37.6126553,127.0687059
02916 2012,136-826,서울특별시 성북구 장위동 118-2,서울특별시 성북구 장위로 189 (장위동),2764.0,우리농축산공판장,기타식품판매업,,37.6167672,127.055878
02 9218053,136060,서울특별시 성북구 돈암동 609-1 스카이프라자 동관 1401호 ,"서울특별시 성북구 성북로4길 52 (돈암동,스카이프라자 동관 1401호)",2831.0,(주)지에스리테일,기타식품판매업,주택가주변,37.5944161,127.0113828
0236720226,136823,서울특별시 성북구 성북동 94-1 ,"서울특별시 성북구 성북로 122, 지하1층 (성북동)",2837.0,(주)이마트에브리데이 성북동점,기타식품판매업,주택가주변,37.5940041,126.9961036
02 9185531,136120,서울특별시 성북구 상월곡동 101 동아아파트 상가동 B05호,"서울특별시 성북구 장월로1길 28, 상가동 B05호 (상월곡동,동아아파트)",2753.0,제일홈마트,기타식품판매업,,37.6078598,127.0454247
0232913333,136060,서울특별시 성북구 돈암동 636 브라운스톤 돈암아파트 상가동 101호,"서울특별시 성북구 북악산로 844, 상가동 101호 (돈암동, 브라운스톤 돈암 아파트)",2828.0,(주)지에스리테일GS수퍼성북돈암점,기타식품판매업,,37.5979283,127.0175498
070 42417046,136130,서울특별시 성북구 하월곡동 227 ,"서울특별시 성북구 화랑로11길 26, 지상1층층 (하월곡동, 갑을명가아파트 1층상가(100호 외 28개호))",2751.0,제이엘마켓탑,기타식품판매업,,37.6031426,127.04199
032 321 1135,122813,서울특별시 은평구 갈현동 469-1 호림리슈리안아파트,"서울특별시 은평구 서오릉로 174, 지하1층 B01호 (갈현동, 호림리슈리안아파트)",3336.0,(주)해성마트,기타식품판매업,,37.6128874,126.9141991
02 9126704,136130,서울특별시 성북구 하월곡동 222 월곡두산위브아파트 ,"서울특별시 성북구 오패산로 46, 상가동 157~160, 162~165호 (하월곡동, 월곡두산위브아파트)",2750.0,하나로마트월곡점,기타식품판매업,,37.6070327,127.0383656
02 9156683,136845,서울특별시 성북구 정릉동 407-3 (지상1층) ,"서울특별시 성북구 보국문로 23 (정릉동,(지상1층))",2710.0,세계로마트정릉점,기타식품판매업,,37.606625,127.0105014
,150-899,서울특별시 영등포구 영등포동 621,"서울특별시 영등포구 영신로9라길 2, 1층 (영등포동)",7366.0,홈마트,기타식품판매업,,37.5126405,126.9061164
0221171023,136-800,서울특별시 성북구 길음동 20-1 (지하1층),"서울특별시 성북구 동소문로 315, 지하1층 (길음동)",2730.0,(주)현대백화점미아점,기타식품판매업,,37.6083741,127.0287248
0236698124,136-865,서울특별시 성북구 하월곡동 46-73 코업스타클래스 (지하1층),"서울특별시 성북구 화랑로 76 (하월곡동,코업스타클래스 (지하1층))",2751.0,홈플러스(주)월곡점,기타식품판매업,,37.6018094,127.0403791
02 9420066,136110,서울특별시 성북구 길음동 1286 길음뉴타운9단지래미안상가 상가동 217호,"서울특별시 성북구 길음로9길 50, 상가동 217호 (길음동, 길음뉴타운9단지래미안상가 (217호~228호))",2721.0,(주)경기마트정릉,기타식품판매업,,37.6035622,127.0198289
0269361252,136130,"서울특별시 성북구 하월곡동 230 동일하이빌뉴시티 (지하1층,지하2층,지상1층) ","서울특별시 성북구 종암로 167, 지하1,2층,지상1층 (하월곡동, 동일하이빌뉴시티)",2734.0,(주)이마트 하월곡점,기타식품판매업,,37.6052674,127.0308419
02 9150097,136845,서울특별시 성북구 정릉동 404-3 ,"서울특별시 성북구 보국문로11길 5, 지상1층 (정릉동)",2710.0,금메달마트,기타식품판매업,,37.6081583,127.0096684
02  987 5167,142060,서울특별시 강북구 번동 242-4 ,"서울특별시 강북구 한천로105길 7, 지1층 (번동)",1230.0,번동싱싱마트,기타식품판매업,,37.6261182,127.0470415
02  980 3388,142724,서울특별시 강북구 미아동 60-5 숭인시장 ,"서울특별시 강북구 도봉로 45, 숭인시장 (미아동)",1211.0,숭인마트 식자재,기타식품판매업,,37.6130238,127.0289642
,142874,"서울특별시 강북구 수유동 63 지하층(B001,003,004,006,007,008,009,010호) ","서울특별시 강북구 도봉로 261 (수유동, 지하층(B001,003,004,006,007,008,009,010호))",1114.0,드림마트체인,기타식품판매업,,37.6316962,127.0234508
02 9859500,142861,서울특별시 강북구 번동 161-1 ,서울특별시 강북구 오현로32길 18 (번동),1224.0,(주)이마트에브리데이 번동점,기타식품판매업,,37.6281561,127.0402148
02 9825949,142821,서울특별시 강북구 미아동 701-3 ,서울특별시 강북구 솔샘로 233 (미아동),1189.0,동북쇼핑식자재마트,기타식품판매업,,37.6202466,127.018795
02  32813651,142814,서울특별시 강북구 미아동 1351 두원프라자 112호 ,"서울특별시 강북구 도봉로 157 (미아동, 두원프라자 112호)",1171.0,(주)이마트에브리데이 미아동점,기타식품판매업,,37.6227386,127.0270046
9893366,142060,서울특별시 강북구 번동 306-11 지하1층 ,"서울특별시 강북구 오현로 190 (번동,지하1층)",1224.0,한아름할인마트,기타식품판매업,,37.6284556,127.039389
,142864,서울특별시 강북구 번동 418-1 ,서울특별시 강북구 도봉로 358 (번동),1063.0,수유마트,기타식품판매업,,37.6392496,127.0273378
02  21555168,134811,서울특별시 강동구 길동 348-6,"서울특별시 강동구 양재대로 1504, B동 (길동)",5343.0,주식회사 오아시스 길동역점,기타식품판매업,,37.5398815,127.1411203
02  26719095,142874,"서울특별시 강북구 수유동 50-75 109,118,119,104,105,107,110~114,117,120~122,124~146 ","서울특별시 강북구 도봉로71가길 11, 1층 (수유동, 109,118,119,104,105,107,110~114,117,120~)",1114.0,빅마트 수유점,기타식품판매업,,37.6319205,127.0222229
02  996 8767,142070,서울특별시 강북구 수유동 568-82 1층 ,"서울특별시 강북구 4.19로 32, 1층 (수유동)",1011.0,골드마트,기타식품판매업,,37.6475576,127.0106189
0209840008,142100,서울특별시 강북구 미아동 1353-5 ,"서울특별시 강북구 솔샘로 184 (미아동, 에스케이북한산시티주상가B201)",1192.0,주식회사 에스케이할인마트,기타식품판매업,,37.619969,127.0127927
02 9072941,142864,서울특별시 강북구 번동 413-3 ,서울특별시 강북구 한천로123길 26 (번동),1066.0,북부할인마트,기타식품판매업,,37.6362361,127.0303452
02  980 5670,142815,서울특별시 강북구 미아동 318-5 ,"서울특별시 강북구 도봉로33길 18 (미아동, 성북프라자 1층)",1175.0,하나로마트 미아점,기타식품판매업,,37.621567,127.0264602
02 9908791,142877,서울특별시 강북구 수유동 332-34 ,서울특별시 강북구 삼양로 450 (수유동),1041.0,(주)삼주국민마트,기타식품판매업,주택가주변,37.6434685,127.0165557
02 9928181,142870,서울특별시 강북구 수유동 405-5 ,서울특별시 강북구 삼양로91길 11-12 (수유동),1090.0,정우마트,기타식품판매업,주택가주변,37.6362167,127.0161338
02 9042872,142872,서울특별시 강북구 수유동 32-2 ,서울특별시 강북구 노해로17길 21 (수유동),1076.0,(주)삼우마트,기타식품판매업,,37.6403461,127.0213277
02 9567334,132848,서울특별시 도봉구 방학동 662-26 ,서울특별시 도봉구 도당로 75 (방학동),1356.0,주식회사 세계로마트,기타식품판매업,주택가주변,37.6649098,127.0354191
,132896,서울특별시 도봉구 쌍문동 711 금강아미움파크타운 114~1호,"서울특별시 도봉구 방학로5길 33, 1층 114~120, 123~126호 (쌍문동, 금강아미움파크타운)",1391.0,용호식자재마트,기타식품판매업,,37.6613476,127.0381877
02 9980031,132872,"서울특별시 도봉구 쌍문동 215-1 지층, 1~3,5,7,9,11,13~16,18,20~23,25~29호 ","서울특별시 도봉구 해등로26길 7, 지층, 1~3,5,7,9,11,13~16,18,20~23,25~29호 (쌍문동)",1387.0,홈마트,기타식품판매업,,37.6585049,127.0326011
,132800,"서울특별시 도봉구 도봉동 30-1 도봉한신아파트 상가1동 지층 1호,16호","서울특별시 도봉구 도봉로180나길 41, 도봉한신아파트 상가1동 지층 1호,16호 (도봉동)",1318.0,주식회사 만인유통,기타식품판매업,,37.6857362,127.0480605
02  380 5123,137180,서울특별시 서초구 내곡동 391 내곡 SH 플라자 1층,"서울특별시 서초구 청계산로9길 70, 내곡 SH 플라자 1층 (내곡동)",6800.0,(주)이마트에브리데이 서초내곡점,기타식품판매업,,37.4534574,127.0597767
02 9030900,132920,서울특별시 도봉구 창동 628-20 ,서울특별시 도봉구 도봉로104길 53 (창동),1460.0,(주)이마트에브리데이,기타식품판매업,,37.6434822,127.0350921
02  34922288,132834,서울특별시 도봉구 방학동 461-2 ,서울특별시 도봉구 방학로15길 19 (방학동),1362.0,더브러마트 방학점,기타식품판매업,,37.6605717,127.0243812
907 0095,132861,서울특별시 도봉구 쌍문동 59 ,서울특별시 도봉구 해등로 229 (쌍문동),1430.0,진로마트(비타민유통),기타식품판매업,,37.6570391,127.0313224
02 9011234,132-904,서울특별시 도봉구 창동 135-26,서울특별시 도봉구 노해로65길 4 (창동),1405.0,(주)이마트,기타식품판매업,,37.6520214,127.0473283
02 9568884,132020,서울특별시 도봉구 방학동 734 청구상가 지층 ,"서울특별시 도봉구 해등로 268 (방학동, 청구상가 지층)",1363.0,럭키마트,기타식품판매업,아파트지역,37.6580108,127.0261432
02 9980031,132871,서울특별시 도봉구 쌍문동 210 가동 지층 101호,서울특별시 도봉구 해등로 218 (쌍문동),1387.0,농민마트,기타식품판매업,,37.6581696,127.0323113
02 385 7770,122813,서울특별시 은평구 갈현동 469-1 호림리슈리안아파트,"서울특별시 은평구 서오릉로 174, 109, 110, 111호 (갈현동, 호림리슈리안아파트)",3336.0,주식회사 푸르네마트 갈현동지점,기타식품판매업,,37.6128874,126.9141991
02 9552008,132820,서울특별시 도봉구 도봉동 611 1층 ,"서울특별시 도봉구 도당로27길 60 (도봉동,1층)",1349.0,정할인마트,기타식품판매업,,37.6702687,127.0412289
02 9970012,132922,"서울특별시 도봉구 창동 632-39 외 6필지 1,2층 ","서울특별시 도봉구 우이천로20길 38, 1,2층 (창동)",1466.0,주)진로우성물산,기타식품판매업,,37.6415701,127.0351149
02 9062024,132918,서울특별시 도봉구 창동 581-28 삼익쇼핑상가 지하 ,"서울특별시 도봉구 덕릉로57길 30 (창동,삼익쇼핑상가 지하)",1470.0,드림마트,기타식품판매업,,37.6400034,127.0372143
02 9002101,132892,서울특별시 도봉구 쌍문동 619 ,서울특별시 도봉구 해등로 166 (쌍문동),1395.0,북서울농업협동조합,기타식품판매업,기타,37.6573484,127.038499
02  874 3651,132890,서울특별시 도봉구 쌍문동 508-1 1층 ,"서울특별시 도봉구 삼양로 610, 1층 (쌍문동)",1366.0,(주)이마트에브리데이 쌍문동점,기타식품판매업,,37.6574249,127.0140134
02  9122080,132-854,서울특별시 도봉구 방학동 707-7,서울특별시 도봉구 도봉로 678 (방학동),1334.0,홈플러스(주)방학점,기타식품판매업,,37.6624252,127.0418251
0234996234,132-898,서울특별시 도봉구 창동 1-10,서울특별시 도봉구 마들로11길 20 (창동),1413.0,농협유통창동농산물종합유통센타,기타식품판매업,,37.6547765,127.0508036
02 9950949,132907,서울특별시 도봉구 창동 297-16 ,서울특별시 도봉구 해등로12길 3 (창동),1402.0,(주)창동한국유통농축산물센터,기타식품판매업,,37.65366059999999,127.0414586
02 9930017,132881,서울특별시 도봉구 쌍문동 358 ,"서울특별시 도봉구 우이천로32길 38, 1층 (쌍문동, 동주빌딩)",1381.0,(주)해나온,기타식품판매업,,37.6492775,127.025319
,139856,서울특별시 노원구 중계동 160-1 기업은행 ,"서울특별시 노원구 덕릉로 690, 기업은행 1층 (중계동)",1715.0,(주)이마트에브리데이 상계역점,기타식품판매업,,37.6591724,127.0757695
02  9972202,132925,서울특별시 도봉구 창동 812 창동현대타운 101동 121호~148호,"서울특별시 도봉구 도봉로114길 22-8 (창동, 창동현대타운 101동 121호 ~ 148호)",1455.0,엘마트창동,기타식품판매업,,37.6473276,127.0356466
,132904,서울특별시 도봉구 창동 731-14,서울특별시 도봉구 도봉로136가길 24 (창동),1401.0,창동식자재마트,기타식품판매업,,37.65772,127.041284
02 9319557,139812,서울특별시 노원구 상계동 110-9 ,"서울특별시 노원구 덕릉로 805, 1층 101~109호 (상계동)",1637.0,주식회사 한라마트,기타식품판매업,,37.6688978,127.0797237
,139810,서울특별시 노원구 상계동 72-8 ,"서울특별시 노원구 덕릉로126길 2, B102, B103호 (상계동)",1644.0,(주)이마트에브리데이 당고개역점,기타식품판매업,,37.6701771,127.0813984
02  933 5122,139821,서울특별시 노원구 상계동 591-23 ,서울특별시 노원구 상계로3길 35 (상계동),1693.0,두꺼비유통 노원(주),기타식품판매업,,37.6577622,127.0621881
02  936 6424,139837,서울특별시 노원구 상계동 1119-2 ,"서울특별시 노원구 동일로242길 5, 1층 (상계동)",1625.0,수락홈마트,기타식품판매업,,37.6761035,127.0559598
02 9486767,139800,서울특별시 노원구 공릉동 89-1 대덕프라자 ,"서울특별시 노원구 노원로1길 67, 대덕프라자 지층 101,102호 (공릉동)",1827.0,(주)이마트에브리데이 공릉동점,기타식품판매업,,37.6208105,127.0836023
02 9511641,139854,서울특별시 노원구 중계동 58-34 이연아마빌레 ,"서울특별시 노원구 중계로12길 39 (중계동, 이연아마빌레)",1726.0,(주)이마트에브리데이 중계동점,기타식품판매업,,37.6465866,127.0826437
02 9775949,139804,서울특별시 노원구 공릉동 408-4 건설빌딩 ,"서울특별시 노원구 공릉로 187, 건설빌딩 지층 (공릉동)",1834.0,진로마트,기타식품판매업,,37.626444,127.0788963
02 9300617,139200,서울특별시 노원구 상계동 670-2 상계주공아파트 9단지상가 ,"서울특별시 노원구 노원로 540, 상계주공아파트 9단지상가 지층 (상계동)",1676.0,웰마트,기타식품판매업,,37.6614571,127.0593957
02 9308545,139-924,서울특별시 노원구 중계동 360-2 청구3차아파트,"서울특별시 노원구 중계로 225, 청구3차아파트 (중계동)",1742.0,홀플러스(주)익스프레스 중계점,기타식품판매업,,37.6497677,127.074364
0220921234,139-842,서울특별시 노원구 월계동 333-1 월계이마트,"서울특별시 노원구 마들로3길 15, 월계이마트 (월계동)",1906.0,이마트월계점,기타식품판매업,,37.62644,127.0619091
0220910011,139719,서울특별시 노원구 상계동 684 (주)맥스아웃 상계빌딩 ,서울특별시 노원구 한글비석로 471 (주)맥스아웃 상계빌딩 (상계동),1678.0,(주)GS리테일 상계점,기타식품판매업,기타,37.6641181,127.0655654
02 9307145,139838,서울특별시 노원구 상계동 1132-14 K마트 ,"서울특별시 노원구 동일로 1675, K마트 (상계동)",1607.0,수락케이마트,기타식품판매업,,37.6780892,127.0548422
,151872,서울특별시 관악구 신림동 504-6 신림프라자,"서울특별시 관악구 조원로 132, 신림프라자 지층 , 2층1호 (신림동)",8762.0,진흥마트,기타식품판매업,,37.4852086,126.9169245
0209330507,139200,서울특별시 노원구 상계동 624 상계주공15단지아파트 ,"서울특별시 노원구 동일로227길 26, 지층 (상계동, 상계주공15단지아파트)",1617.0,(주)상록리테일,기타식품판매업,,37.6686255,127.0533712
02 9747503,139840,"서울특별시 노원구 월계동 13 월계미륭아파트,월계삼호아파트 ","서울특별시 노원구 마들로 111, 지층 1호 (월계동, 월계미륭아파트,월계삼호아파트)",1909.0,농협하나로마트월계점,기타식품판매업,,37.6245902,127.0654159
02 9914106,139848,서울특별시 노원구 월계동 600 월계1단지주공아파트 ,"서울특별시 노원구 월계로49길 5, 지층 (월계동, 월계1단지주공아파트)",1880.0,월계파워마트,기타식품판매업,,37.6292032,127.0559851
02 9342001,139821,서울특별시 노원구 상계동 581-6 동진상가 ,"서울특별시 노원구 상계로1길 74, 동진상가 지층 (상계동)",1693.0,M-mart(엠마트),기타식품판매업,,37.6593861,127.0615421
,139816,서울특별시 노원구 상계동 366-4 대감프라자빌딩,"서울특별시 노원구 노원로 461, 대감프라자빌딩 (상계동)",1691.0,두꺼비왕식자재마트(주),기타식품판매업,,37.6573916,127.0655896
02 447 4369,143873,서울특별시 광진구 자양동 663-21 (1층),"서울특별시 광진구 자양로5길 33 (자양동,(1층))",5102.0,자양마트,기타식품판매업,,37.5309059,127.0841536
02 9484141,139230,서울특별시 노원구 하계동 256 중계주공9단지아파트 ,"서울특별시 노원구 노원로16길 15, 지층 (하계동, 중계주공9단지아파트)",1748.0,한남마트,기타식품판매업,,37.6426865,127.0737866
02  930 2090,139837,서울특별시 노원구 상계동 1037-2,서울특별시 노원구 수락산로 220-1 (상계동),1616.0,(주)애플마트,기타식품판매업,,37.6710966,127.0543904
02  951 5930,139837,서울특별시 노원구 상계동 1021-1 ,서울특별시 노원구 동일로 1608 (상계동),1631.0,(주)이마트에브리데이 상계점,기타식품판매업,,37.6719805,127.0562603
02  933 8901,139710,서울특별시 노원구 중계동 364-17 유경백화점,"서울특별시 노원구 한글비석로 232, 유경백화점 1층 (중계동)",1734.0,진로마트,기타식품판매업,,37.6483769,127.0769291
,139-840,서울특별시 노원구 월계동 18 그랑빌아파트,"서울특별시 노원구 마들로 31, 지층 (월계동, 그랑빌아파트)",1913.0,지에스더프레시(노원월계점),기타식품판매업,,37.6178025,127.0685682
02  986 2080,139-926,서울특별시 노원구 중계동 509-2 홈플러스,"서울특별시 노원구 동일로204가길 12, 홈플러스 지2층 (중계동)",1783.0,홈플러스(주) 중계점,기타식품판매업,,37.6399182,127.0686084
02 9754697,139240,서울특별시 노원구 공릉동 581-1 공릉쇼핑센타,"서울특별시 노원구 동일로180길 14, 공릉쇼핑센타 지층 (공릉동)",1848.0,(주)에스엠케이 파워마트,기타식품판매업,,37.6220575,127.075264
02  932 7272,139200,서울특별시 노원구 상계동 720-2,서울특별시 노원구 동일로218길 44 (상계동),1752.0,에스마트,기타식품판매업,,37.6538625,127.0632792
02  938 0088,139816,서울특별시 노원구 상계동 382 ,"서울특별시 노원구 상계로12길 7, 1층 (상계동)",1697.0,(주)이플러스마트,기타식품판매업,,37.6575613,127.0683874
02  931 8300,139812,서울특별시 노원구 상계동 108-1 대림프라자 ,"서울특별시 노원구 덕릉로 804, 대림프라자 1층 (상계동)",1646.0,에스비유통(우리농축산공판장),기타식품판매업,,37.6685946,127.0800143
02  930 9118,139816,서울특별시 노원구 상계동 318-1 ,"서울특별시 노원구 노원로 412, 1층 (상계동)",1704.0,멜론플러스,기타식품판매업,,37.6533981,127.0680614
02  930 1588,139837,서울특별시 노원구 상계동 1038-2 ,"서울특별시 노원구 동일로231길 17, 나동 (상계동)",1616.0,가락공판장 상계점,기타식품판매업,,37.6719999,127.0544923
02  33925380,139855,서울특별시 노원구 중계동 311-25 ,"서울특별시 노원구 중계로 119, 1층 (중계동)",1740.0,노브랜드 노원중계점,기타식품판매업,,37.6460242,127.081528
02  974 3289,139865,"서울특별시 노원구 중계동 512 중계무지개아파트2단지상가,유치원 ","서울특별시 노원구 동일로 1280, 중계무지개아파트2단지상가,유치원 지층 15호 (중계동)",1782.0,지구마트,기타식품판매업,,37.6431659,127.0662365
02  63204922,139-050,서울특별시 노원구 월계동 333-1 월계트레이더스,"서울특별시 노원구 마들로3길 17, 월계트레이더스 1층 (월계동)",1906.0,트레이더스 홀세일 클럽 월계점,기타식품판매업,,37.6278244,127.0613885
02  938 9742,139859,서울특별시 노원구 중계동 369-7 주공2단지아파트 ,"서울특별시 노원구 한글비석로 332, 주공2단지상가 지층 1호 (중계동)",1718.0,중계동마트,기타식품판매업,,37.6474085,127.0692921
02 3081100,122924,서울특별시 은평구 응암동 595-2 외1필지(1층) ,"서울특별시 은평구 응암로 165 (응암동,외1필지(1층))",3485.0,(주)사과마을,기타식품판매업,,37.5869265,126.91607
02  388 2100,122847,"서울특별시 은평구 불광동 631-1 지상1층(108,109호, 160~193호) ","서울특별시 은평구 불광로 90, 1층 (불광동)",3364.0,투게더 할인마트,기타식품판매업,,37.6147539,126.9328608
02 3888925,122879,서울특별시 은평구 신사동 7-10 지층 ,"서울특별시 은평구 갈현로 34 (신사동,지층)",3422.0,서서울농협하나로마트신사점,기타식품판매업,주택가주변,37.5957804,126.9140628
0203869223,122901,서울특별시 은평구 역촌동 68-34 ,서울특별시 은평구 연서로3길 38 (역촌동),3419.0,현대화 마트,기타식품판매업,,37.6018657,126.9172818
02 3850044,122829,서울특별시 은평구 녹번동 79-2 ,서울특별시 은평구 은평로 203 (녹번동),3383.0,진흥마켓,기타식품판매업,,37.6017213,126.9303511
02  376 1052,122919,서울특별시 은평구 응암동 402-5 (지상1층),"서울특별시 은평구 응암로22길 22-1 (응암동,(지상1층))",3468.0,주식회사 신비로유통,기타식품판매업,,37.5932254,126.9206567
0221355594,122825,"서울특별시 은평구 녹번동 19-121 B층 108,109,110,111,112,113,116,117호 ","서울특별시 은평구 통일로 636, B층 108~113,116,117호 (녹번동)",3372.0,웰빙마트,기타식품판매업,,37.6034758,126.9353357
02 3873652,122900,서울특별시 은평구 역촌동 45-17 ,서울특별시 은평구 연서로 85 (역촌동),3416.0,(주)홈마트현백물류,기타식품판매업,,37.6001444,126.9155367
02 3862100,122897,"서울특별시 은평구 역촌동 31-6 1층 110,111,112,113,114호 ","서울특별시 은평구 진흥로1길 28, 1층 (역촌동)",3405.0,주식회사 푸르네마트 역촌지점,기타식품판매업,,37.6029723,126.918957
02  385 2788,122820,서울특별시 은평구 구산동 25-53 1층 ,"서울특별시 은평구 갈현로16길 16, 1층 (구산동)",3414.0,플러스마트,기타식품판매업,,37.6079206,126.9126325
02 3880808,122910,"서울특별시 은평구 응암동 116-17 지상1층 101,102,103호","서울특별시 은평구 응암로 295, 1층 (응암동)",3454.0,다온마트 응암점,기타식품판매업,,37.598156,126.9202408
02  69431234,122873,서울특별시 은평구 수색동 75 ,"서울특별시 은평구 수색로 217 (수색동, 이마트수색점)",3504.0,(주)이마트 수색점,기타식품판매업,,37.5795991,126.8987214
02  355 5100,122837,서울특별시 은평구 대조동 3-81 ,"서울특별시 은평구 통일로 751, 1층 (대조동)",3396.0,불광홈마트,기타식품판매업,,37.611795,126.9278286
0203865522,122-902,서울특별시 은평구 역촌동 71-1 현대화타운 1층,"서울특별시 은평구 갈현로11길 7, 1층 (역촌동, 현대화타운)",3431.0,럭키마트,기타식품판매업,,37.6051172,126.9095684
02 3801234,122-906,서울특별시 은평구 응암동 90-1 은평이마트,"서울특별시 은평구 은평로 111, 은평이마트 (응암동)",3461.0,주)이마트은평점,기타식품판매업,,37.6003946,126.9202149
02  358 8546,122-819,서울특별시 은평구 구산동 1-24,서울특별시 은평구 서오릉로 145 (구산동),3412.0,(주)홈플러스 구산점,기타식품판매업,,37.6125776,126.9096506
02 3836878,122808,서울특별시 은평구 갈현동 393-1 지층 진로식자재마트 2호점 ,"서울특별시 은평구 통일로 897 (갈현동,지층)",3329.0,주식회사 기현,기타식품판매업,주택가주변,37.621541,126.913578
02 3727764,122873,서울특별시 은평구 수색동 106-1 ,서울특별시 은평구 수색로 256 (수색동),3502.0,서부흥업(주)수색마트,기타식품판매업,기타,37.5822064,126.8959734
,120848,서울특별시 서대문구 홍은동 426 연희127빌딩,"서울특별시 서대문구 연희로 286, 연희127빌딩 1~지1층 (홍은동)",3653.0,농민마트,기타식품판매업,,37.5825961,126.9365048
,157839,서울특별시 강서구 등촌동 631-5 NH서울축산농협 NH서울타워 지하1층 B104호,"서울특별시 강서구 양천로 570, NH서울축산농협 NH서울타워 지하1층 B104호 (등촌동)",7551.0,서울축협하나로마트본점,기타식품판매업,,37.55693790000001,126.8621814
02 3373981,120110,"서울특별시 서대문구 연희동 149-48 ,149-52, 149-54,149-64,149-65 ",서울특별시 서대문구 연희로 212 (연희동),3718.0,화창토산(주),기타식품판매업,,37.5760163,126.9359148
